Mes,Ordem,Chale,Categoria,Reservas,Faturamento,Diarias,Diaria_Media,Pessoas,Ocupacao_Pct,RevPAR
2026-01,27,Mirante Premium 9,Mirante Premium,10,9392.59,10,939.26,21,32.26,302.99
2026-01,20,Chalé Luxo - Caju,Chalé Luxo,10,8639.21,15,575.95,22,48.39,278.68
2026-01,39,Mirante Luxo - 6,Mirante Luxo,7,8233.37,9,914.82,16,29.03,265.59
2026-01,31,Mirante Premium 13,Mirante Premium,7,8214.48,9,912.72,14,29.03,264.98
2026-01,21,Chalé Luxo - Mangaba,Chalé Luxo,12,8184.54,15,545.64,24,48.39,264.02
2026-01,36,Mirante Luxo - 3,Mirante Luxo,10,7850.66,10,785.07,21,32.26,253.25
2026-01,11,Chalé Master - Araça,Chalé Master,9,7710.67,14,550.76,21,45.16,248.73
2026-01,22,Chalé Luxo - Pequi,Chalé Luxo,12,7617.73,14,544.12,32,45.16,245.73
2026-01,32,Mirante Premium 14,Mirante Premium,6,7507.89,8,938.49,12,25.81,242.19
2026-01,10,Chalé Master - Acerola,Chalé Master,10,7431.66,14,530.83,27,45.16,239.73
2026-01,12,Chalé Master - Cajá,Chalé Master,12,7374.6,16,460.91,26,51.61,237.89
2026-01,15,Chalé Master - Jabuticaba,Chalé Master,12,7293.28,15,486.22,28,48.39,235.27
2026-01,44,Lago - 3,Lago,9,6921.64,14,494.4,16,45.16,223.28
2026-01,19,Chalé Master - Vovo 2,Chalé Master - Vovo,9,6487.28,16,405.46,20,51.61,209.27
2026-01,28,Mirante Premium 10,Mirante Premium,6,5979.18,7,854.17,13,22.58,192.88
2026-01,18,Chalé Master - Vovo 1,Chalé Master - Vovo,11,5727.06,15,381.8,23,48.39,184.74
2026-01,37,Mirante Luxo - 4,Mirante Luxo,7,5612.01,7,801.72,16,22.58,181.03
2026-01,3,Suíte - 5,Suíte,6,5142.19,9,571.35,12,29.03,165.88
2026-01,17,Chalé Master - Uva,Chalé Master,9,4855.25,11,441.39,20,35.48,156.62
2026-01,26,Mirante Premium White,Mirante Premium White,5,4519.18,6,753.2,10,19.35,145.78
2026-01,25,Mirante Premium Black,Mirante Premium Black,4,4405.8,4,1101.45,8,12.9,142.12
2026-01,47,Lago - Loft,Lago,4,4366.5,5,873.3,12,16.13,140.85
2026-01,45,Lago - 4,Lago,6,4157.25,9,461.92,12,29.03,134.1
2026-01,8,Suíte - 10,Suíte,5,3795.44,6,632.57,10,19.35,122.43
2026-01,43,Lago - 2,Lago,8,3709.92,9,412.21,15,29.03,119.67
2026-01,14,Chalé Master - Goiaba,Chalé Master,8,3692.53,8,461.57,18,25.81,119.11
2026-01,33,Chalê Premium,Chalê Premium,4,3679.13,4,919.78,10,12.9,118.68
2026-01,6,Suíte - 8,Suíte,4,3291.54,6,548.59,10,19.35,106.18
2026-01,5,Suíte - 7,Suíte,7,2981.21,7,425.89,13,22.58,96.17
2026-01,7,Suíte - 9,Suíte,5,2690.02,5,538,10,16.13,86.77
2026-01,1,Suíte - 1,Suíte,4,2408.15,5,481.63,8,16.13,77.68
2026-01,2,Suíte - 3,Suíte,3,2350.32,4,587.58,6,12.9,75.82
2026-01,42,Lago - 1,Lago,4,2249.69,4,562.42,8,12.9,72.57
2026-01,9,Suíte - 11,Suíte,4,2172.14,5,434.43,8,16.13,70.07
2026-01,4,Suíte - 6,Suíte,3,1379.55,3,459.85,6,9.68,44.5
2026-01,46,Lago - 5,Lago,0,0,0,0,0,0,0
2026-02,29,Mirante Premium 11,Mirante Premium,11,11868.13,14,847.72,26,50,423.86
2026-02,39,Mirante Luxo - 6,Mirante Luxo,8,11373.2,10,1137.32,18,35.71,406.19
2026-02,40,Mirante Luxo - 7,Mirante Luxo,12,11339.5,16,708.72,25,57.14,404.98
2026-02,41,Mirante Luxo - 8,Mirante Luxo,12,10635.85,13,818.14,24,46.43,379.85
2026-02,36,Mirante Luxo - 3,Mirante Luxo,9,9671.8,10,967.18,19,35.71,345.42
2026-02,38,Mirante Luxo - 5,Mirante Luxo,9,9479.5,12,789.96,19,42.86,338.55
2026-02,34,Mirante Luxo - 1,Mirante Luxo,9,8075.97,10,807.6,17,35.71,288.43
2026-02,48,Chalé da Mata,Chalé da Mata,5,8037.8,6,1339.63,18,21.43,287.06
2026-02,11,Chalé Master - Araça,Chalé Master,8,7914.28,15,527.62,17,53.57,282.65
2026-02,35,Mirante Luxo - 2,Mirante Luxo,9,7879.28,11,716.3,18,39.29,281.4
2026-02,23,Chalé Especial - Gravata,Chalé Especial,5,7840.15,6,1306.69,27,21.43,280.01
2026-02,30,Mirante Premium 12,Mirante Premium,10,7298.99,11,663.54,20,39.29,260.68
2026-02,37,Mirante Luxo - 4,Mirante Luxo,6,5732.2,7,818.89,12,25,204.72
2026-02,32,Mirante Premium 14,Mirante Premium,6,5647.09,6,941.18,13,21.43,201.68
2026-02,16,Chalé Master - Manga,Chalé Master,7,5422.4,10,542.24,18,35.71,193.66
2026-02,20,Chalé Luxo - Caju,Chalé Luxo,6,5277.87,8,659.73,13,28.57,188.5
2026-02,15,Chalé Master - Jabuticaba,Chalé Master,8,5212.7,11,473.88,17,39.29,186.17
2026-02,27,Mirante Premium 9,Mirante Premium,7,5153.92,7,736.27,15,25,184.07
2026-02,13,Chalé Master - Carambola,Chalé Master,6,5023.75,9,558.19,14,32.14,179.42
2026-02,47,Lago - Loft,Lago,4,4823.5,4,1205.88,14,14.29,172.27
2026-02,18,Chalé Master - Vovo 1,Chalé Master - Vovo,7,4685.05,8,585.63,18,28.57,167.32
2026-02,31,Mirante Premium 13,Mirante Premium,5,4572.6,6,762.1,11,21.43,163.31
2026-02,25,Mirante Premium Black,Mirante Premium Black,4,4562.39,4,1140.6,8,14.29,162.94
2026-02,17,Chalé Master - Uva,Chalé Master,8,4216.25,10,421.63,15,35.71,150.58
2026-02,8,Suíte - 10,Suíte,4,4112.84,9,456.98,6,32.14,146.89
2026-02,21,Chalé Luxo - Mangaba,Chalé Luxo,6,4071.35,7,581.62,15,25,145.41
2026-02,14,Chalé Master - Goiaba,Chalé Master,5,4014.37,7,573.48,11,25,143.37
2026-02,12,Chalé Master - Cajá,Chalé Master,6,3793.6,7,541.94,15,25,135.49
2026-02,28,Mirante Premium 10,Mirante Premium,2,3788.92,4,947.23,4,14.29,135.32
2026-02,10,Chalé Master - Acerola,Chalé Master,7,3424.4,8,428.05,15,28.57,122.3
2026-02,22,Chalé Luxo - Pequi,Chalé Luxo,5,3276.33,6,546.06,13,21.43,117.01
2026-02,19,Chalé Master - Vovo 2,Chalé Master - Vovo,4,3038.49,5,607.7,10,17.86,108.52
2026-02,44,Lago - 3,Lago,5,3002.65,6,500.44,10,21.43,107.24
2026-02,43,Lago - 2,Lago,4,2966.1,6,494.35,8,21.43,105.93
2026-02,26,Mirante Premium White,Mirante Premium White,2,2366.6,2,1183.3,4,7.14,84.52
2026-02,6,Suíte - 8,Suíte,5,2242.31,6,373.72,8,21.43,80.08
2026-02,45,Lago - 4,Lago,3,2072.95,4,518.24,6,14.29,74.03
2026-02,2,Suíte - 3,Suíte,3,1982.75,4,495.69,6,14.29,70.81
2026-02,3,Suíte - 5,Suíte,3,1258.57,4,314.64,5,14.29,44.95
2026-02,1,Suíte - 1,Suíte,2,1165.45,2,582.73,4,7.14,41.62
2026-02,24,Chalé Especial - Graviola,Chalé Especial,2,1124.35,2,562.18,7,7.14,40.16
2026-02,42,Lago - 1,Lago,1,996.32,2,498.16,2,7.14,35.58
2026-02,46,Lago - 5,Lago,1,996.32,2,498.16,2,7.14,35.58
2026-02,4,Suíte - 6,Suíte,2,748.25,2,374.13,4,7.14,26.72
2026-02,9,Suíte - 11,Suíte,1,568.75,1,568.75,2,3.57,20.31
2026-02,5,Suíte - 7,Suíte,1,356.2,1,356.2,2,3.57,12.72
2026-02,7,Suíte - 9,Suíte,0,0,0,0,0,0,0
2026-02,33,Chalê Premium,Chalê Premium,0,0,0,0,0,0,0
2026-03,48,Chalé da Mata,Chalé da Mata,5,15301.53,10,1530.15,15,32.26,493.6
2026-03,40,Mirante Luxo - 7,Mirante Luxo,13,12708.83,19,668.89,27,61.29,409.96
2026-03,39,Mirante Luxo - 6,Mirante Luxo,12,11355.14,15,757.01,24,48.39,366.29
2026-03,41,Mirante Luxo - 8,Mirante Luxo,13,9925.45,17,583.85,28,54.84,320.18
2026-03,32,Mirante Premium 14,Mirante Premium,7,9420.01,9,1046.67,14,29.03,303.87
2026-03,47,Lago - Loft,Lago,2,9257,4,2314.25,8,12.9,298.61
2026-03,27,Mirante Premium 9,Mirante Premium,7,8689.53,10,868.95,14,32.26,280.31
2026-03,30,Mirante Premium 12,Mirante Premium,6,8464.15,12,705.35,12,38.71,273.04
2026-03,28,Mirante Premium 10,Mirante Premium,4,7980.14,7,1140.02,8,22.58,257.42
2026-03,38,Mirante Luxo - 5,Mirante Luxo,8,7621.91,11,692.9,17,35.48,245.87
2026-03,44,Lago - 3,Lago,6,7585.32,16,474.08,12,51.61,244.69
2026-03,36,Mirante Luxo - 3,Mirante Luxo,8,7516.5,11,683.32,18,35.48,242.47
2026-03,34,Mirante Luxo - 1,Mirante Luxo,9,7172.71,11,652.06,18,35.48,231.38
2026-03,29,Mirante Premium 11,Mirante Premium,8,7169.55,10,716.96,17,32.26,231.28
2026-03,31,Mirante Premium 13,Mirante Premium,5,6993.3,8,874.16,11,25.81,225.59
2026-03,20,Chalé Luxo - Caju,Chalé Luxo,7,6816.68,11,619.7,16,35.48,219.89
2026-03,11,Chalé Master - Araça,Chalé Master,9,6803.47,21,323.97,17,67.74,219.47
2026-03,26,Mirante Premium White,Mirante Premium White,4,6621.55,7,945.94,8,22.58,213.6
2026-03,35,Mirante Luxo - 2,Mirante Luxo,9,6593.65,10,659.37,20,32.26,212.7
2026-03,25,Mirante Premium Black,Mirante Premium Black,4,6330.04,7,904.29,9,22.58,204.19
2026-03,15,Chalé Master - Jabuticaba,Chalé Master,11,6260.6,16,391.29,18,51.61,201.95
2026-03,10,Chalé Master - Acerola,Chalé Master,11,5977.09,16,373.57,25,51.61,192.81
2026-03,12,Chalé Master - Cajá,Chalé Master,10,5809.15,12,484.1,23,38.71,187.39
2026-03,16,Chalé Master - Manga,Chalé Master,8,5528.19,12,460.68,15,38.71,178.33
2026-03,21,Chalé Luxo - Mangaba,Chalé Luxo,6,4796.09,9,532.9,12,29.03,154.71
2026-03,17,Chalé Master - Uva,Chalé Master,8,4740.1,10,474.01,16,32.26,152.91
2026-03,13,Chalé Master - Carambola,Chalé Master,8,4537.46,10,453.75,15,32.26,146.37
2026-03,19,Chalé Master - Vovo 2,Chalé Master - Vovo,6,4411.56,8,551.45,11,25.81,142.31
2026-03,33,Chalê Premium,Chalê Premium,4,4251.15,6,708.53,8,19.35,137.13
2026-03,37,Mirante Luxo - 4,Mirante Luxo,4,4015.79,5,803.16,7,16.13,129.54
2026-03,22,Chalé Luxo - Pequi,Chalé Luxo,5,3952.1,7,564.59,11,22.58,127.49
2026-03,23,Chalé Especial - Gravata,Chalé Especial,5,3769.12,5,753.82,17,16.13,121.58
2026-03,42,Lago - 1,Lago,5,3740.46,6,623.41,9,19.35,120.66
2026-03,14,Chalé Master - Goiaba,Chalé Master,7,3535.12,9,392.79,13,29.03,114.04
2026-03,24,Chalé Especial - Graviola,Chalé Especial,3,3347.08,7,478.15,11,22.58,107.97
2026-03,18,Chalé Master - Vovo 1,Chalé Master - Vovo,5,3243.93,7,463.42,10,22.58,104.64
2026-03,45,Lago - 4,Lago,5,3218.37,6,536.4,10,19.35,103.82
2026-03,2,Suíte - 3,Suíte,4,3190.03,8,398.75,8,25.81,102.9
2026-03,3,Suíte - 5,Suíte,4,2991.39,7,427.34,8,22.58,96.5
2026-03,6,Suíte - 8,Suíte,4,2963.19,7,423.31,7,22.58,95.59
2026-03,43,Lago - 2,Lago,3,2799.73,6,466.62,6,19.35,90.31
2026-03,8,Suíte - 10,Suíte,4,2734.88,6,455.81,8,19.35,88.22
2026-03,4,Suíte - 6,Suíte,4,2614.34,6,435.72,7,19.35,84.33
2026-03,1,Suíte - 1,Suíte,3,2609.18,7,372.74,6,22.58,84.17
2026-03,5,Suíte - 7,Suíte,4,2507.41,6,417.9,8,19.35,80.88
2026-03,9,Suíte - 11,Suíte,3,2170.31,5,434.06,7,16.13,70.01
2026-03,7,Suíte - 9,Suíte,2,1133.96,3,377.99,4,9.68,36.58
2026-03,46,Lago - 5,Lago,1,547.97,1,547.97,2,3.23,17.68
2026-04,41,Mirante Luxo - 8,Mirante Luxo,13,13604.04,17,800.24,31,56.67,453.47
2026-04,40,Mirante Luxo - 7,Mirante Luxo,14,12884.39,18,715.8,32,60,429.48
2026-04,47,Lago - Loft,Lago,6,11557.49,11,1050.68,20,36.67,385.25
2026-04,32,Mirante Premium 14,Mirante Premium,10,10051.89,14,717.99,20,46.67,335.06
2026-04,39,Mirante Luxo - 6,Mirante Luxo,11,9753.9,13,750.3,28,43.33,325.13
2026-04,38,Mirante Luxo - 5,Mirante Luxo,9,9511.14,13,731.63,19,43.33,317.04
2026-04,30,Mirante Premium 12,Mirante Premium,8,9068.75,11,824.43,17,36.67,302.29
2026-04,24,Chalé Especial - Graviola,Chalé Especial,6,9056.41,9,1006.27,25,30,301.88
2026-04,37,Mirante Luxo - 4,Mirante Luxo,10,8829.99,11,802.73,22,36.67,294.33
2026-04,23,Chalé Especial - Gravata,Chalé Especial,6,8823.58,9,980.4,25,30,294.12
2026-04,29,Mirante Premium 11,Mirante Premium,12,8491.06,14,606.5,24,46.67,283.04
2026-04,35,Mirante Luxo - 2,Mirante Luxo,10,8379.5,11,761.77,21,36.67,279.32
2026-04,28,Mirante Premium 10,Mirante Premium,11,7892.42,14,563.74,22,46.67,263.08
2026-04,27,Mirante Premium 9,Mirante Premium,9,7569.78,10,756.98,18,33.33,252.33
2026-04,25,Mirante Premium Black,Mirante Premium Black,8,6946.8,9,771.87,16,30,231.56
2026-04,31,Mirante Premium 13,Mirante Premium,10,6840.52,13,526.19,22,43.33,228.02
2026-04,36,Mirante Luxo - 3,Mirante Luxo,8,6781.29,9,753.48,16,30,226.04
2026-04,48,Chalé da Mata,Chalé da Mata,4,6553.73,5,1310.75,14,16.67,218.46
2026-04,21,Chalé Luxo - Mangaba,Chalé Luxo,10,6529.67,12,544.14,24,40,217.66
2026-04,34,Mirante Luxo - 1,Mirante Luxo,8,6458.55,9,717.62,17,30,215.29
2026-04,19,Chalé Master - Vovo 2,Chalé Master - Vovo,9,5991.22,13,460.86,17,43.33,199.71
2026-04,13,Chalé Master - Carambola,Chalé Master,8,5582.5,12,465.21,18,40,186.08
2026-04,26,Mirante Premium White,Mirante Premium White,5,5422.9,8,677.86,10,26.67,180.76
2026-04,15,Chalé Master - Jabuticaba,Chalé Master,9,5092.66,12,424.39,23,40,169.76
2026-04,10,Chalé Master - Acerola,Chalé Master,10,4819.56,11,438.14,22,36.67,160.65
2026-04,14,Chalé Master - Goiaba,Chalé Master,8,4661.18,8,582.65,22,26.67,155.37
2026-04,17,Chalé Master - Uva,Chalé Master,7,4565.73,9,507.3,13,30,152.19
2026-04,33,Chalê Premium,Chalê Premium,5,4444.7,7,634.96,10,23.33,148.16
2026-04,2,Suíte - 3,Suíte,7,4430.36,9,492.26,14,30,147.68
2026-04,1,Suíte - 1,Suíte,7,4232.72,9,470.3,14,30,141.09
2026-04,44,Lago - 3,Lago,5,4172.97,8,521.62,9,26.67,139.1
2026-04,11,Chalé Master - Araça,Chalé Master,10,4127.85,10,412.79,19,33.33,137.6
2026-04,18,Chalé Master - Vovo 1,Chalé Master - Vovo,6,3920.25,7,560.04,12,23.33,130.68
2026-04,16,Chalé Master - Manga,Chalé Master,8,3798.5,9,422.06,18,30,126.62
2026-04,22,Chalé Luxo - Pequi,Chalé Luxo,5,3711.59,6,618.6,13,20,123.72
2026-04,5,Suíte - 7,Suíte,6,3295.87,8,411.98,12,26.67,109.86
2026-04,12,Chalé Master - Cajá,Chalé Master,5,3163.05,6,527.18,13,20,105.44
2026-04,8,Suíte - 10,Suíte,5,2950.26,7,421.47,10,23.33,98.34
2026-04,20,Chalé Luxo - Caju,Chalé Luxo,8,2937.82,8,367.23,16,26.67,97.93
2026-04,9,Suíte - 11,Suíte,6,2876.15,6,479.36,12,20,95.87
2026-04,6,Suíte - 8,Suíte,5,2665.05,7,380.72,9,23.33,88.84
2026-04,45,Lago - 4,Lago,3,2540.28,4,635.07,6,13.33,84.68
2026-04,7,Suíte - 9,Suíte,5,2187.37,6,364.56,11,20,72.91
2026-04,42,Lago - 1,Lago,4,2068.65,4,517.16,8,13.33,68.96
2026-04,4,Suíte - 6,Suíte,4,2044.11,6,340.69,8,20,68.14
2026-04,3,Suíte - 5,Suíte,4,1990.2,5,398.04,8,16.67,66.34
2026-04,43,Lago - 2,Lago,3,1514.09,3,504.7,7,10,50.47
2026-04,46,Lago - 5,Lago,3,1477.66,3,492.55,6,10,49.26
2026-05,40,Mirante Luxo - 7,Mirante Luxo,14,13109.5,19,689.97,32,61.29,422.89
2026-05,39,Mirante Luxo - 6,Mirante Luxo,12,11981.96,15,798.8,26,48.39,386.51
2026-05,35,Mirante Luxo - 2,Mirante Luxo,17,11774.91,19,619.73,38,61.29,379.84
2026-05,34,Mirante Luxo - 1,Mirante Luxo,14,11384.15,15,758.94,31,48.39,367.23
2026-05,31,Mirante Premium 13,Mirante Premium,11,10755.68,18,597.54,20,58.06,346.96
2026-05,41,Mirante Luxo - 8,Mirante Luxo,14,10154.91,17,597.35,33,54.84,327.58
2026-05,23,Chalé Especial - Gravata,Chalé Especial,8,9986.26,11,907.84,34,35.48,322.14
2026-05,29,Mirante Premium 11,Mirante Premium,15,9307.86,18,517.1,31,58.06,300.25
2026-05,38,Mirante Luxo - 5,Mirante Luxo,13,9155.81,16,572.24,28,51.61,295.35
2026-05,37,Mirante Luxo - 4,Mirante Luxo,14,8952.82,15,596.85,29,48.39,288.8
2026-05,48,Chalé da Mata,Chalé da Mata,5,8875.13,7,1267.88,15,22.58,286.29
2026-05,27,Mirante Premium 9,Mirante Premium,9,8279.63,15,551.98,20,48.39,267.08
2026-05,30,Mirante Premium 12,Mirante Premium,8,7197.28,11,654.3,15,35.48,232.17
2026-05,33,Chalê Premium,Chalê Premium,9,7106.71,9,789.63,18,29.03,229.25
2026-05,13,Chalé Master - Carambola,Chalé Master,10,6810.29,13,523.87,24,41.94,219.69
2026-05,36,Mirante Luxo - 3,Mirante Luxo,9,6461,10,646.1,21,32.26,208.42
2026-05,10,Chalé Master - Acerola,Chalé Master,11,6222.29,13,478.64,25,41.94,200.72
2026-05,32,Mirante Premium 14,Mirante Premium,10,6069.08,13,466.85,19,41.94,195.78
2026-05,25,Mirante Premium Black,Mirante Premium Black,8,5848.22,13,449.86,15,41.94,188.65
2026-05,26,Mirante Premium White,Mirante Premium White,7,5641.89,12,470.16,13,38.71,182
2026-05,47,Lago - Loft,Lago,4,5312.11,4,1328.03,12,12.9,171.36
2026-05,21,Chalé Luxo - Mangaba,Chalé Luxo,9,5271.08,11,479.19,21,35.48,170.03
2026-05,28,Mirante Premium 10,Mirante Premium,9,5181.3,10,518.13,16,32.26,167.14
2026-05,17,Chalé Master - Uva,Chalé Master,9,4972,11,452,19,35.48,160.39
2026-05,42,Lago - 1,Lago,7,4713.87,8,589.23,14,25.81,152.06
2026-05,24,Chalé Especial - Graviola,Chalé Especial,5,4706.84,5,941.37,24,16.13,151.83
2026-05,15,Chalé Master - Jabuticaba,Chalé Master,10,4455.84,11,405.08,21,35.48,143.74
2026-05,18,Chalé Master - Vovo 1,Chalé Master - Vovo,9,4166.38,11,378.76,19,35.48,134.4
2026-05,11,Chalé Master - Araça,Chalé Master,11,3846.09,12,320.51,23,38.71,124.07
2026-05,20,Chalé Luxo - Caju,Chalé Luxo,7,3726.59,9,414.07,16,29.03,120.21
2026-05,44,Lago - 3,Lago,6,3559.65,8,444.96,13,25.81,114.83
2026-05,14,Chalé Master - Goiaba,Chalé Master,12,3531.37,12,294.28,26,38.71,113.92
2026-05,22,Chalé Luxo - Pequi,Chalé Luxo,9,3341.51,9,371.28,19,29.03,107.79
2026-05,4,Suíte - 6,Suíte,9,3268.15,10,326.82,18,32.26,105.42
2026-05,5,Suíte - 7,Suíte,7,3157.56,9,350.84,14,29.03,101.86
2026-05,1,Suíte - 1,Suíte,9,3081.1,10,308.11,18,32.26,99.39
2026-05,16,Chalé Master - Manga,Chalé Master,10,2989.64,11,271.79,20,35.48,96.44
2026-05,7,Suíte - 9,Suíte,7,2977.02,7,425.29,14,22.58,96.03
2026-05,12,Chalé Master - Cajá,Chalé Master,7,2968.86,7,424.12,15,22.58,95.77
2026-05,19,Chalé Master - Vovo 2,Chalé Master - Vovo,7,2887.02,7,412.43,16,22.58,93.13
2026-05,6,Suíte - 8,Suíte,5,2873.6,10,287.36,9,32.26,92.7
2026-05,2,Suíte - 3,Suíte,7,2668.67,12,222.39,13,38.71,86.09
2026-05,46,Lago - 5,Lago,4,2590.75,5,518.15,8,16.13,83.57
2026-05,43,Lago - 2,Lago,4,2492.67,5,498.53,8,16.13,80.41
2026-05,9,Suíte - 11,Suíte,6,2023.08,6,337.18,12,19.35,65.26
2026-05,45,Lago - 4,Lago,4,1704.96,5,340.99,8,16.13,55
2026-05,3,Suíte - 5,Suíte,3,1649.5,5,329.9,6,16.13,53.21
2026-05,8,Suíte - 10,Suíte,2,660.55,2,330.28,4,6.45,21.31
2026-06,39,Mirante Luxo - 6,Mirante Luxo,11,10267.64,14,733.4,29,56,410.71
2026-06,47,Lago - Loft,Lago,5,10137,6,1689.5,16,24,405.48
2026-06,36,Mirante Luxo - 3,Mirante Luxo,10,9951.56,13,765.5,25,52,398.06
2026-06,38,Mirante Luxo - 5,Mirante Luxo,11,9477.08,14,676.93,24,56,379.08
2026-06,41,Mirante Luxo - 8,Mirante Luxo,9,8553.99,12,712.83,22,48,342.16
2026-06,32,Mirante Premium 14,Mirante Premium,8,8001.63,13,615.51,18,52,320.07
2026-06,34,Mirante Luxo - 1,Mirante Luxo,9,7624.25,10,762.43,19,40,304.97
2026-06,40,Mirante Luxo - 7,Mirante Luxo,7,7266.8,12,605.57,16,48,290.67
2026-06,29,Mirante Premium 11,Mirante Premium,7,6649.2,11,604.47,15,44,265.97
2026-06,37,Mirante Luxo - 4,Mirante Luxo,6,6258.95,7,894.14,13,28,250.36
2026-06,31,Mirante Premium 13,Mirante Premium,6,5700.54,8,712.57,12,32,228.02
2026-06,30,Mirante Premium 12,Mirante Premium,7,5608.2,9,623.13,15,36,224.33
2026-06,21,Chalé Luxo - Mangaba,Chalé Luxo,6,5189.15,8,648.64,13,32,207.57
2026-06,23,Chalé Especial - Gravata,Chalé Especial,5,5139.8,8,642.48,18,32,205.59
2026-06,48,Chalé da Mata,Chalé da Mata,2,5062,4,1265.5,7,16,202.48
2026-06,22,Chalé Luxo - Pequi,Chalé Luxo,7,5049.85,7,721.41,15,28,201.99
2026-06,15,Chalé Master - Jabuticaba,Chalé Master,11,4863.05,13,374.08,23,52,194.52
2026-06,10,Chalé Master - Acerola,Chalé Master,8,4722.51,11,429.32,16,44,188.9
2026-06,33,Chalê Premium,Chalê Premium,3,4711,5,942.2,7,20,188.44
2026-06,27,Mirante Premium 9,Mirante Premium,4,4629,7,661.29,10,28,185.16
2026-06,35,Mirante Luxo - 2,Mirante Luxo,6,4424,6,737.33,12,24,176.96
2026-06,17,Chalé Master - Uva,Chalé Master,8,4372.37,10,437.24,16,40,174.89
2026-06,16,Chalé Master - Manga,Chalé Master,6,4085.45,9,453.94,14,36,163.42
2026-06,13,Chalé Master - Carambola,Chalé Master,6,4044.5,9,449.39,14,36,161.78
2026-06,45,Lago - 4,Lago,5,3694.38,7,527.77,10,28,147.78
2026-06,14,Chalé Master - Goiaba,Chalé Master,5,3576.25,7,510.89,11,28,143.05
2026-06,24,Chalé Especial - Graviola,Chalé Especial,3,3492.5,5,698.5,14,20,139.7
2026-06,28,Mirante Premium 10,Mirante Premium,3,3417,5,683.4,8,20,136.68
2026-06,11,Chalé Master - Araça,Chalé Master,5,3407.25,7,486.75,10,28,136.29
2026-06,7,Suíte - 9,Suíte,7,3237.55,9,359.73,13,36,129.5
2026-06,18,Chalé Master - Vovo 1,Chalé Master - Vovo,6,3163.35,8,395.42,13,32,126.53
2026-06,5,Suíte - 7,Suíte,7,3149.2,9,349.91,13,36,125.97
2026-06,12,Chalé Master - Cajá,Chalé Master,4,2937,5,587.4,11,20,117.48
2026-06,44,Lago - 3,Lago,5,2881.21,6,480.2,10,24,115.25
2026-06,20,Chalé Luxo - Caju,Chalé Luxo,3,2811.05,5,562.21,7,20,112.44
2026-06,6,Suíte - 8,Suíte,6,2742.51,9,304.72,11,36,109.7
2026-06,26,Mirante Premium White,Mirante Premium White,4,2731.2,4,682.8,8,16,109.25
2026-06,42,Lago - 1,Lago,5,2627.05,5,525.41,10,20,105.08
2026-06,4,Suíte - 6,Suíte,5,2498.2,7,356.89,9,28,99.93
2026-06,3,Suíte - 5,Suíte,4,2453.7,7,350.53,8,28,98.15
2026-06,43,Lago - 2,Lago,5,2390.66,5,478.13,10,20,95.63
2026-06,25,Mirante Premium Black,Mirante Premium Black,2,2241.75,4,560.44,4,16,89.67
2026-06,2,Suíte - 3,Suíte,4,1933.18,6,322.2,8,24,77.33
2026-06,9,Suíte - 11,Suíte,3,1858.33,5,371.67,5,20,74.33
2026-06,19,Chalé Master - Vovo 2,Chalé Master - Vovo,3,1672.12,3,557.37,7,12,66.88
2026-06,46,Lago - 5,Lago,2,1590.26,2,795.13,4,8,63.61
2026-06,8,Suíte - 10,Suíte,3,1442,5,288.4,5,20,57.68
2026-06,1,Suíte - 1,Suíte,1,986,3,328.67,2,12,39.44
